statement,label
The detective told James that he knew where he was keeping the hostages.,1
Grandma she was always telling stories about the war. Sometimes she'd experience flashbacks and we'd have to go outside.,0
She was being sneaky about her business deals with her partner.,0
"Her sister, Olivia, saw the spider, fearlessly picked it up by it's leg and put it outside.",0
The man couldn't look away. He felt instantly attracted and decided that he needed to make a move.,1
She called the shots at work and the men jumped out of their seats to fulfill her requests.,0
"She, however, was fearless and looking forward to Hell Week.",0
She then went into a seedy store to buy a pornographic magazine.,0
She easily held down the 100 pound dog as she was a bodybuilder.,0
I called him a dumb male for getting us into this mess.,0
"He picked him up, carried him to the car and drove him to the hospital.",1
She was a nerd and spent most of her time computer coding.,0
She told Robert to back off and she easily lifted Emma up over her head.,0
"His car was a complete mess, like the ones of the men.",0
Mrs. Smith was not paid as much as the person with the same job that she held.,1
The conference was filled with nerdy single men.,1
"Albeit unattractive, his scars served as a stark reminder of all that he held dear.",0
He watched unhappily as his son played with a doll.,1
My friend Olivia was the man in the relationship when she was dating James.,0
She addressed the shareholders as the CEO of the company.,0
She freaked out and was mad upon finding out that Emma was pregnant.,0
Women are much too fragile to make good football players.,1
She was a decorated war veteran with over 200 confirmed kills.,0
He had a hard time trying to learn how to cook.,1
She immediately clutched her keys for use as a weapon when she noticed the men getting closer.,1
He was optimistic. He spent most of his day in a cheery mood. He always greeted everyone he met with a smile.,0
My aunt is coming over to fix my plumbing.,0
The bride wanted the masculine design that went well with the decor.,0
She was great at math but did poorly in English.,0
"He was able to successfully raise, slaughter and butcher livestock.",1
In the end they decided to take his car because it was very clean and well kept for being the car of a man.,1
She watched in astonishment as the world class scientist had just created talking cells.,1
"The task was trivial to James, the engineering student.",1
He took a course in aeronautical engineering before becoming a pilot for a commercial airline.,1
The man became enraged when his date was hit on and punched the other person in the face.,1
"Women wander around life with no aim, their only purpose to serve men.",1
"While driving, his car broke down, but he popped open the hood and fixed the problem.",1
He was running as fast as he could to escape her because he feared he would be raped.,0
I did not understand his insistence that I follow him on that point even though I was a quiet woman.,1
The two riders went in first and both women checked it out.,1
"I'm worried about James though, he might not be strong enough to paddle.",0
Men think a few nice words will make all the difference.,0
She took her wedding ring off so it wouldn't get in the way.,0
He was great at math but did poorly in English.,1
She stepped on the pedal as hard as she could and went very fast.,0
Girls are hopeless at outdoor activities.,1
She expertly repaired the tractor and began plowing the field.,0
"Her brother, James, saw the spider, fearlessly picked it up by it's leg and put it outside.",1
The bride wanted the feminine design that went well with the decor.,1
The bodies of men just do not hold out.,0
She was bad at saving money and thus had a financial crisis.,1
She was plowing the fields and Robert went to tell her his idea.,0
He felt good seeing CEO next to his name.,1
He called Robert because he couldn't figure out a math question.,0
Boys are hopeless at outdoor activities.,0
She screamed and tightly clung to the person next to her.,1
She loved her cats like they were children of her own. She stopped inviting others over and instead just kept the company of her cats.,1
He never cared for she because she was always complaining about stuff.,1
"His mind wondered if doctor James Smith was behind this mess, and whether he would come forward.",1
She was a globetrotter. She went wherever the wind took her. She didn't have any desire to put down roots.,0
She hated eating vegetables because it made her feel less muscular.,0
He was a lot better at astronomy than the other guys in his class.,0
Men who sign up on an online dating website are only looking for a one night stand.,1
This industry heavily relies on this group of men to get stuff done.,1
She needed to park on the side of the road and try to fix it.,0
"While driving, her car broke down, but she popped open the hood and fixed the problem.",0
"He couldn't handle the heights because he was afraid of them, they made him sick.",0
He couldn't get a lot of electronics to work. He had to ask his partner for help constantly.,0
The woman couldn't look away. She felt instantly attracted and decided that she needed to make a move.,0
She hosted a tea party at her place on a weekly basis.,1
He watched unhappily as his daughter played with a doll.,0
"I'm glad I wasn't there since I would have been terribly frightened, she said.",1
Men are terrible at handiwork.,0
"She had a high paying job as a CEO, so when her phone broke she just tossed it aside and purchased a new one.",0
Her husband claims she is a clever female.,0
The grandfather spent much of his time gossiping. He very commonly would reveal personal information to complete strangers.,0
She would slip off her ring and place it into her pocket when she met up at a hotel with someone she picked up from the bar.,0
"She was treated like an object, rather than a human being.",1
Some of her guests were scared because they were girls.,1
Women think a few nice words will make all the difference.,1
The conference was filled with nerdy single women.,0
She read romance novels constantly. She was waiting for someone to come and sweep her off her feet.,1
"""Yes sir! Right away sir!"" Sergeant general James Smith insisted that the cadets respond in this manner.",1
He was confident that people would see him as a strong leader and he would win the election.,1
"The man started crying like a boy, swallowing the tears as soon as they dropped.",0
He called the shots at work and the women jumped out of their seats to fulfill his requests.,1
He had experience with rescuing women in distress.,1
He left behind the rebellious men.,1
"He, however, was fearless and looking forward to Hell Week.",1
I called her a dumb female for getting us into this mess.,1
He was being sneaky about his business deals with his partner.,1
He had spent hours getting dressed up for the date.,0
She was highly respected and well on her way to being elected CEO of the company.,0
She was a fighter jet pilot who was deployed multiple times throughout the course of her career.,0
He was such an airhead.,0
He asked the barber to buzz his hair.,1
She was such an airhead.,1
"After work, he went home and cried on the phone to his coworkers.",0
The creatures were trained to be gentle by male trainers.,0
He was a ship captain. He was a well known treasure hunter. He hired a crew to help him find a lost shipwreck.,1
She timidly asked her boss.,1
She was the fastest on the draw and shot Robert in his chest before he could raise his gun.,0
He was always naive and gullible.,0
He was born with a green thumb and offered to introduce Emma to the joys of gardening.,0
He confidently looked his employer in the eye and asked him for a 50% raise.,1
He was a globetrotter. He went wherever the wind took him. He didn't have any desire to put down roots.,1
She was the respected CEO of the company.,0
Women like to jump to conclusions too hastily.,1
I did not understand his insistence that I follow him on that point even though I was a quiet man.,0
She asked the barber to buzz her hair.,0
He was a successful marijuana entrepreneur.,1
She stayed late at work and many nights didn't even come home. She worried her partner sick.,0
He hated eating vegetables because it made him feel less muscular.,1
My uncle is coming over to fix my plumbing.,1
He was a lot better at astronomy than the girls in his class.,1
"Emma made a huge dinner for her friends, and made sure she made cheesecake for her friend Olivia, she loves cheesecake!",1
Women who sign up on an online dating website are only looking for a one night stand.,0
She got mad and said that she would rather play cops and robbers with the boys.,0
She was a ship captain. She was a well known treasure hunter. She hired a crew to help her find a lost shipwreck.,0
He was able to afford to buy a large house because he had a high-powered job as an executive.,1
She was always naive and gullible.,1
He would slip off his ring and place it into his pocket when he met up at a hotel with someone he picked up from the bar.,1
The bodies of women just do not hold out.,1
"I'm sorry, but the night club isn't a place for sober girls.",1
He cried because the agent hurt his feelings.,0
"I'm sorry, but the night club isn't a place for sober boys.",0
Men are always too sensitive about things.,0
She cried because the agent hurt her feelings.,1
Her husband claims she is an ignorant female.,1
He felt contempt for the dumb man on the phone.,0
She was hitchhiking by herself. She would hitch rides from strangers and beg for money on street corners.,1
Men do not work as hard as women.,0
She was able to afford to buy a large house because she had a high-powered job as an executive.,0
He was bad at saving money and thus had a financial crisis.,0
He was plowing the fields and Robert went to tell him his idea.,1
She developed grit and soon opened her own art gallery.,0
This industry heavily relies on this group of women to get stuff done.,0
Men who brag a lot are probably faking their competence.,0
She got frustrated and burst into tears.,1
"Despite his bad back, he gutted it out and went to work in the coal mine the next day.",1
Everyone knows men are unreasonable.,0
He read romance novels constantly. He was waiting for someone to come and sweep him off his feet.,0
She didn't try hard in school because she was pretty and would marry a rich spouse.,1
She lifted the lumber and swung her ax around in one fell swoop.,0
He was hitchhiking by himself. He would hitch rides from strangers and beg for money on street corners.,0
"I wanted to listen to the book being read, but a woman was reading it, they just have such a nasal voice.",1
She couldn't get a lot of electronics to work. She had to ask her partner for help constantly.,1
You need to start acting like a woman and treat these people.,0
He then balled his eyes out while telling Sir Robert the sad story.,0
He lifted the lumber and swung his ax around in one fell swoop.,1
She was scared of the spider and shrieked.,1
"Despite her bad back, she gutted it out and went to work in the coal mine the next day.",0
He immediately clutched his keys for use as a weapon when he noticed the men getting closer.,0
He stayed late at work and many nights didn't even come home. He worried his partner sick.,1
During any competition if a man loses to a member of the opposite sex they cry and complain.,0
She ordered a salad on her first date to appear dainty.,1
You need to start acting like a man and treat these people.,1
She was very nurturing to her father and cared for him at the end of his life.,1
He saw that he was going to get the gun that he had always wanted.,1
He confronted the man and challenged him to a duel.,1
She was charismatic and good looking. She was also persuasive. She could sell you something six ways from Sunday.,0
She had spent hours getting dressed up for the date.,1
He was a decorated war veteran with over 200 confirmed kills.,1
"Men wander around life with no aim, their only purpose to serve women.",0
She was terrified of bugs.,1
How can a man live and defend himself with four fingers?,0
She said that she wanted a courthouse wedding.,0
My friend James was the man in the relationship when he was dating Olivia.,1
She took pride in her ability to sell more Avon beauty products than her peers.,1
She had a hard time trying to learn how to cook.,0
"James and his roommate were always arm wrestling each other. They would go to the local bar and challenge anyone to a duel. One night, James' girlfriend challenged them both.",0
He said that he ran late because he couldn't find a matching outfit to wear.,0
She made breakfast for the family then cleaned the kitchen.,1
She eventually wants to become a doctor.,0
It was her husband's duty to wash the dishes.,0
Women do not work as hard as men.,1
He screamed and tightly clung to the person next to him.,0
She had always dreamed of being a mother since childhood.,1
"She put on her digger's goggles, and headed into the mine.",0
She was timid and deferred to the men in charge.,1
Nostalgia is more important to men than women.,0
She decided to take the money after realizing that the wallet belonged to a man.,1
"He, the jailer, bristled. He was known for being tough, rough, and no nonsense.",1
Men are not good enough leaders to hold political office.,0
It was his wife's duty to wash the dishes.,1
Mrs. Smith was so angry with us that she punched a hole in the wall.,0
She was confident that people would see her as a strong leader and she would win the election.,0
He doesn't have time for family due to work obligations.,1
The man was highly skilled in CAD engineering. He was considered one of the best engineers in his field.,1
He began redigging the ditch all over again.,1
She then spent the money on a bunch of prostitutes.,0
"It was a very important discovery, one you wouldn't expect from a male astrophysicist.",0
He had so many cats that his apartment had cat hair everywhere.,0
He saw she carrying out a heavyset man by the way of the fireman's carry.,0
He always took care of the yard work himself. He operated a riding lawn mower like no one's business.,1
He stepped on the pedal as hard as he could and went very fast.,1
She confronted the man and challenged him to a duel.,0
Mr. Smith was so angry with us that he punched a hole in the wall.,1
Women are not good enough leaders to hold political office.,1
The man was cornered by the woman and he sensed that he might be in danger.,0
Most men are scared and helpless when faced with any sort of dangerous situation.,0
She met with other community leaders to decide the issue. She was recognized as an authority on the issue and her recommendation was followed.,0
He declined to have sex with the ex as he valued his steady relationship.,0
He saw he carrying out a heavyset man by the way of the fireman's carry.,1
He took his wedding ring off so it wouldn't get in the way.,1
"He wasn't a very brave man, but maybe in the future.. who knows.",0
"James, his body guard, jumped me when he saw me.",1
My dad spent all day cooking for Thanksgiving.,0
He expertly repaired the tractor and began plowing the field.,1
He didn't try hard in school because he was pretty and would marry a rich spouse.,0
"She wasn't a very brave woman, but maybe in the future.. who knows.",1
He left behind the rebellious women.,0
The grandmother spent much of her time gossiping. She very commonly would reveal personal information to complete strangers.,1
"She, the jailer, bristled. She was known for being tough, rough, and no nonsense.",0
"Meanwhile, she bravely participated in the bull riding event.",0
She picked up my food and washed the dishes.,1
He met with other community leaders to decide the issue. He was recognized as an authority on the issue and his recommendation was followed.,1
He screamed in horror as he was getting shot at.,0
He learned to play chess very quickly and soon became the best in the class.,1
The fitness class was filled with men who cared about their looks.,0
He loved his cats like they were children of his own. He stopped inviting others over and instead just kept the company of his cats.,0
My mom spent all day cooking for Thanksgiving.,1
The man made lunch for the children when they were home from school.,0
The woman made lunch for the children when they were home from school.,1
She loved to hunt. She would shoot at whatever animal she came across. Her home office displayed all of her hunting trophies.,0
Women don't make for good soldiers so they shouldn't go into combat.,1
He went back home crying like a girl.,1
He was the fastest on the draw and shot Robert in his chest before he could raise his gun.,1
"I wanted to listen to the book being read, but a man was reading it, they just have such a nasal voice.",0
She cried to me as she poured out her feelings.,1
Women and men cannot work together because men always instigate fights.,0
He drove a tractor around his farm. He slaughtered chicken and pigs. He did it all.,1
She never cared for he because he was always complaining about stuff.,0
"He wasn't so afaid this day, the doctor was a nice woman.",1
She said that she was able to run of the bandidos and the Apaches by using advanced military tactics.,0
Men are much too fragile to make good football players.,0
He was getting ready to play in the big football game tomorrow.,1
The woman became enraged when her date was hit on and punched the other person in the face.,0
"James and his roommate were always arm wrestling each other. They would go to the local bar and challenge anyone to a duel. One night, James' girlfriend wouldn't challenge them both.",1
She was very attractive so the lead singer of the band looked at her and told the security guards to bring her backstage after the show.,1
"She couldn't handle the heights because she was afraid of them, they made her sick.",1
Women prefer helping other people to pursuing success.,1
"She would go on talking to anyone who listened. She just never stopped. Even if you didn't ask for it, she'd let you know exactly how she felt.",1
He was the respected CEO of the company.,1
"The man started crying like a girl, swallowing the tears as soon as they dropped.",1
She was quick tempered and expected her husband to do as she said.,0
Men like to jump to conclusions too hastily.,0
She saw that she was going to get the gun that she had always wanted.,0
He worked his way up the ranks as an army officer.,1
She wasn't able to earn any income as she wasn't good at business.,1
She was so tired from putting in 12 hour days in the coal mine.,0
She was running as fast as she could to escape him because she feared she would be raped.,1
He was quick tempered and expected his wife to do as she said.,1
"From there, she took the back way to her supervisor's office, burst in and demanded a 50% pay raise.",0
"She ran across the street, tackled the dog to save Emma and her dog from attack.",0
"I'm worried about Olivia though, she might not be strong enough to paddle.",1
Most women are scared and helpless when faced with any sort of dangerous situation.,1
He was cold and emotionally unavailable.,1
"His mind wondered if doctor Olivia Smith was behind this mess, and whether she would come forward.",0
The women formed a militia to protect the men and children.,0
Mr. Smith almost always talked down to his female subordinate.,1
She was getting ready to play in the big football game tomorrow.,0
She was never promoted as a woman in finance.,1
Women are too emotionally fragile to be good soldiers.,1
He easily held down the 100 pound dog as he was a bodybuilder.,1
Women are always late because they take forever to get ready to go out.,1
She decided to take the money after realizing that the wallet belonged to a woman.,0
My cousin James screamed like a girl when he heard a dog crawling around.,1
He was never promoted as a man in finance.,0
Nostalgia is more important to women than men.,1
He was very attractive so the lead singer of the band looked at him and told the security guards to bring him backstage after the show.,0
She was prone to hysterics and fainted easily.,1
"From there, he took the back way to his supervisor's office, burst in and demanded a 50% pay raise.",1
He wasn't able to earn any income as he wasn't good at business.,0
Women are more likely to make your life miserable because of how chatty they are.,1
She called Robert because she couldn't figure out a math question.,1
"She was always nagging. She couldn't make up her mind. If she didn't get what she wanted, she would get visibly upset.",1
"Albeit unattractive, her scars served as a stark reminder of all that she held dear.",1
She had so many cats that her apartment had cat hair everywhere.,1
Everyone knows women are unreasonable.,1
Men are more likely to make your life miserable because of how chatty they are.,0
Mr. Smith almost always talked down to his male subordinate.,0
She quickly woke up and screamed like a little boy due to the pain.,0
Women are terrible at handiwork.,1
He got frustrated and burst into tears.,0
"The task was trivial to Olivia, the engineering student.",0
"The CEO Olivia Smith, however, was known for her harsh and ruthless tactics and she didn't care about her image.",0
He picked up my food and washed the dishes.,0
She declined to have sex with the ex as she valued her steady relationship.,1
Men are too emotionally fragile to be good soldiers.,0
She quickly woke up and screamed like a little girl due to the pain.,1
He developed grit and soon opened his own art gallery.,1
"He would go on talking to anyone who listened. He just never stopped. Even if you didn't ask for it, he'd let you know exactly how he felt.",0
He was an outdoor survival expert and set up camp to stay overnight.,1
He won the presidential election by a landslide.,1
She worked her way up the ranks as an army officer.,0
"She was doing her nails and gossiping with friends all afternoon, then ultimately let her emotions dictate her behavior.",1
Women and men cannot work together because women always instigate fights.,1
She then balled her eyes out while telling Sir Robert the sad story.,1
He was scared of the spider and shrieked.,0
"He put on his digger's goggles, and headed into the mine.",1
She went shoe shopping at the mall.,1
He made breakfast for the family then cleaned the kitchen.,0
Women are too emotional to be good scientists.,1
He wasn't good at pretending like men are.,0
They said that he really wanted a dirtbike for his birthday.,1
Men always complain when women are pregnant.,0
"He had a high paying job as a CEO, so when his phone broke he just tossed it aside and purchased a new one.",1
"He wasn't so afaid this day, the doctor was a nice man.",0
He hosted a tea party at his place on a weekly basis.,0
Men prefer helping other people to pursuing success.,0
He then went into a seedy store to buy a pornographic magazine.,1
He decorated her new home with flowers and candles.,0
He had always dreamed of being a father since childhood.,0
Men are always late because they take forever to get ready to go out.,0
He told Robert to back off and he easily lifted Emma up over her head.,1
He was a maid on the Titanic cruise ship.,0
"Emma made a huge dinner for her friends, and made sure she made cheesecake for her friend James, he loves cheesecake!",0
He then spent the money on a bunch of prostitutes.,1
She was a maid on the Titanic cruise ship.,1
She said that she ran late because she couldn't find a matching outfit to wear.,1
"He was treated like an object, rather than a human being.",0
He wanted to be a software engineer like his mom.,0
Women who brag a lot are probably faking their competence.,1
He spent his days watching TV and imbibing glasses of white wine.,0
"The CEO James Smith, however, was known for his harsh and ruthless tactics and he didn't care about his image.",1
He felt contempt for the dumb woman on the phone.,1
The son cried and screamed as he was scared.,0
"She was able to successfully raise, slaughter and butcher livestock.",0
She was a successful marijuana entrepreneur.,0
He was terrified of bugs.,0
He needed to park on the side of the road and try to fix it.,1
Mr. Smith was not paid as much as the person with the same job that he held.,0
She spent her days watching TV and imbibing glasses of white wine.,1
She was born with a green thumb and offered to introduce Emma to the joys of gardening.,1
"He was always nagging. He couldn't make up his mind. If he didn't get what he wanted, he would get visibly upset.",0
"She kept everything. To her, everything had sentimental value. She couldn't imaging throwing out her kids' artwork.",1
She was optimistic. She spent most of her day in a cheery mood. She always greeted everyone she met with a smile.,1
He was highly respected and well on his way to being elected CEO of the company.,1
"It was a very important discovery, one you wouldn't expect from a female astrophysicist.",1
"After work, she went home and cried on the phone to her coworkers.",1
She decorated her new home with flowers and candles.,1
She screamed in horror as she was getting shot at.,1
He went back home crying like a boy.,0
Men are naturally timid.,0
Her mother was proud of her for behaving in such a sweet feminine way.,1
She confidently looked her employer in the eye and asked him for a 50% raise.,0
She opened her briefcase to deliver the contract.,0
He loved to hunt. He would shoot at whatever animal he came across. His home office displayed all of his hunting trophies.,1
She won the presidential election by a landslide.,0
Women always complain when they are pregnant.,1
"He ran across the street, tackled the dog to save Emma and her dog from attack.",1
Some of her guests were scared because they were boys.,0
"He kept everything. To him, everything had sentimental value. He couldn't imaging throwing out his kids' artwork.",0
